Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
Hotel deLuxe - Tesla Destination,729 SW 15th Ave,Portland,OR,97205,"503-219-2094, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,4,0,Tesla Destination,45.520987,-122.687707,115408,J1772,US,Public,,HOTEL,No Fee
Hotel deLuxe - Tesla Destination,729 SW 15th Ave,Portland,OR,97205,"503-219-2094, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,4,0,Tesla Destination,45.520987,-122.687707,115408,TESLA,US,Public,,HOTEL,No Fee
Dossier Hotel - Tesla Destination,750 SW Alder St,Portland,OR,97205,"503-294-9000, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,2,0,Tesla Destination,45.519997,-122.68006,115409,TESLA,US,Public,,HOTEL,No Fee
Atlantic Aviation PDX - Tesla Destination,8089 NE Airport Wy,Portland,OR,97218,"503-331-4220, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,8,0,Tesla Destination,45.584422,-122.577812,115410,J1772,US,Public,,AIRPORT,No Fee
Atlantic Aviation PDX - Tesla Destination,8089 NE Airport Wy,Portland,OR,97218,"503-331-4220, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,8,0,Tesla Destination,45.584422,-122.577812,115410,TESLA,US,Public,,AIRPORT,No Fee
Southpark Garage - Tesla Destination,901 SW Salmon St,Portland,OR,97205,"503-228-6758, 877-798-3752",Public,24 hours daily; pay lot; see valet for access,Unknown,0,6,0,Tesla Destination,45.518031,-122.682379,115411,J1772,US,Public,,PAY_GARAGE,No Fee
Southpark Garage - Tesla Destination,901 SW Salmon St,Portland,OR,97205,"503-228-6758, 877-798-3752",Public,24 hours daily; pay lot; see valet for access,Unknown,0,6,0,Tesla Destination,45.518031,-122.682379,115411,TESLA,US,Public,,PAY_GARAGE,No Fee
Red Lion Hotel on the River - Jantzen Beach - Tesla Destination,909 North Hayden Island Drive,Portland,OR,97217,"503-283-4466, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.6128,-122.675471,115412,J1772,US,Public,,HOTEL,No Fee
Red Lion Hotel on the River - Jantzen Beach - Tesla Destination,909 North Hayden Island Drive,Portland,OR,97217,"503-283-4466, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,45.6128,-122.675471,115412,TESLA,US,Public,,HOTEL,No Fee
Hilton Portland Downtown - Tesla Destination,921 SW 6th Ave,Portland,OR,97204,"503-226-1611, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,8,0,Tesla Destination,45.51778,-122.679533,115413,J1772,US,Public,,HOTEL,No Fee
Hilton Portland Downtown - Tesla Destination,921 SW 6th Ave,Portland,OR,97204,"503-226-1611, 877-798-3752",Public,24 hours daily; for customer use only; see valet for access,Unknown,0,8,0,Tesla Destination,45.51778,-122.679533,115413,TESLA,US,Public,,HOTEL,No Fee
Historic Hotel Prairie - Tesla Destination,112 Front St,Prairie City,OR,97869,"541-820-4800, 877-798-3752",Public,24 hours daily; see front desk for access,Unknown,0,2,0,Tesla Destination,44.463124,-118.70919,115415,J1772,US,Public,,HOTEL,No Fee
Historic Hotel Prairie - Tesla Destination,112 Front St,Prairie City,OR,97869,"541-820-4800, 877-798-3752",Public,24 hours daily; see front desk for access,Unknown,0,2,0,Tesla Destination,44.463124,-118.70919,115415,TESLA,US,Public,,HOTEL,No Fee
Eagle Crest Resort - Tesla Destination,1590 Mountain Quail Dr,Redmond,OR,97756,"541-923-2453, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.259464,-121.262632,115416,J1772,US,Public,,HOTEL,No Fee
Eagle Crest Resort - Tesla Destination,1590 Mountain Quail Dr,Redmond,OR,97756,"541-923-2453, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.259464,-121.262632,115416,TESLA,US,Public,,HOTEL,No Fee
DoubleTree by Hilton Salem - Tesla Destination,1590 Weston Ct NE,Salem,OR,97301,"503-581-7004, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.949555,-122.991697,115417,J1772,US,Public,,HOTEL,No Fee
DoubleTree by Hilton Salem - Tesla Destination,1590 Weston Ct NE,Salem,OR,97301,"503-581-7004, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,44.949555,-122.991697,115417,TESLA,US,Public,,HOTEL,No Fee
Zenith Vineyard - Tesla Destination,5657 Zena Rd NW,Salem,OR,97304,"503-932-3540, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,4,0,Tesla Destination,45.024475,-123.14209,115418,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Ponzi Vineyards - Tesla Destination,19500 SW Mountain Home Rd,Sherwood,OR,97140,"503-628-1227, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,45.380444,-122.937156,115419,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
The Oregon Garden Resort - Tesla Destination,895 W Main St,Silverton,OR,97381,"503-874-2500, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.990695,-122.788286,115420,J1772,US,Public,,HOTEL,No Fee
The Oregon Garden Resort - Tesla Destination,895 W Main St,Silverton,OR,97381,"503-874-2500, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,2,0,Tesla Destination,44.990695,-122.788286,115420,TESLA,US,Public,,HOTEL,No Fee
FivePine Lodge and Spa - Tesla Destination,1021 Desperado Trl,Sisters,OR,97759,"541-549-5900, 877-798-3752",Public,24 hours daily; see front desk for access,Unknown,0,1,0,Tesla Destination,44.285638,-121.536449,115421,TESLA,US,Public,,HOTEL,No Fee
McKenzie Orchards B&B - Tesla Destination,34694  McKenzie View Dr,Springfield,OR,97478,"541-515-8153, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,1,0,Tesla Destination,44.08368,-122.987167,115422,TESLA,US,Public,,HOTEL,No Fee
Hilton Garden Inn Springfield - Tesla Destination,3528 Gateway St,Springfield,OR,97477,"541-736-3000, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.08534,-123.042979,115423,J1772,US,Public,,HOTEL,No Fee
Hilton Garden Inn Springfield - Tesla Destination,3528 Gateway St,Springfield,OR,97477,"541-736-3000, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,2,0,Tesla Destination,44.08534,-123.042979,115423,TESLA,US,Public,,HOTEL,No Fee
Best Western Plus Hartford Lodge - Tesla Destination,150 Myrtle St,Sutherlin,OR,97479,"541-459-1424, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,43.387853,-123.334704,115424,J1772,US,Public,,HOTEL,No Fee
Best Western Plus Hartford Lodge - Tesla Destination,150 Myrtle St,Sutherlin,OR,97479,"541-459-1424, 877-798-3752",Public,24 hours daily; for customer use only; see front desk for access,Unknown,0,3,0,Tesla Destination,43.387853,-123.334704,115424,TESLA,US,Public,,HOTEL,No Fee
Blue Heron French Cheese Co - Tesla Destination,2001 Blue Heron Rd,Tillamook,OR,97141,"800-275-0639, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.467253,-123.843009,115425,J1772,US,Public,,SHOPPING_CENTER,No Fee
Blue Heron French Cheese Co - Tesla Destination,2001 Blue Heron Rd,Tillamook,OR,97141,"800-275-0639, 877-798-3752",Public,24 hours daily,Unknown,0,2,0,Tesla Destination,45.467253,-123.843009,115425,TESLA,US,Public,,SHOPPING_CENTER,No Fee
The Waldport Inn - Tesla Destination,190 SW Hwy 101,Waldport,OR,97394,"541-563-5750, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,44.425109,-124.068388,115426,J1772,US,Public,CALL,INN,No Fee
The Waldport Inn - Tesla Destination,190 SW Hwy 101,Waldport,OR,97394,"541-563-5750, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,5,0,Tesla Destination,44.425109,-124.068388,115426,TESLA,US,Public,CALL,INN,No Fee
Cape Cod Cottages - Tesla Destination,4150 SW Pacific Coast Hwy,Waldport,OR,97394,"503-345-9399, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,44.396832,-124.087243,115427,J1772,US,Public,,HOTEL,No Fee
Cape Cod Cottages - Tesla Destination,4150 SW Pacific Coast Hwy,Waldport,OR,97394,"503-345-9399, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,44.396832,-124.087243,115427,TESLA,US,Public,,HOTEL,No Fee
The Resort at the Mountain - Tesla Destination,68010 E Fairway Ave,Welches,OR,97055,"503-622-3101, 877-798-3752",Public - Call ahead,24 hours daily; for customer use only,Unknown,0,1,0,Tesla Destination,45.337998,-121.966023,115428,TESLA,US,Public,CALL,HOTEL,No Fee
Ocean Cove Inn - Tesla Destination,180 Prospect Ave,Yachats,OR,97498,"503-345-9399, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,44.310629,-124.101956,115429,J1772,US,Public,,INN,No Fee
Ocean Cove Inn - Tesla Destination,180 Prospect Ave,Yachats,OR,97498,"503-345-9399, 877-798-3752",Public,24 hours daily; for customer use only,Unknown,0,3,0,Tesla Destination,44.310629,-124.101956,115429,TESLA,US,Public,,INN,No Fee
Solena Estate - Tesla Destination,17096 NE Woodland Loop Rd,Yamhill,OR,97148,"503-662-3700, 877-798-3752",Public,24 hours daily,Unknown,0,1,0,Tesla Destination,45.343067,-123.126059,115430,TESLA,US,Public,,BREWERY_DISTILLERY_WINERY,No Fee
Gresham Station,649 NW 12th St,Gresham,OR,97030,877-225-5337  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.505481,-122.43808,117115,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Dave & Buster's East,12000 SE 82nd Ave,Happy Valley,OR,97086,503-653-6913  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.43488,-122.574535,117116,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Dave & Buster's West,12000 SE 82nd Ave,Happy Valley,OR,97086,503-653-6913  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.434527,-122.576045,117117,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Macy's,12000 SE 82nd Ave,Happy Valley,OR,97086,503-653-6913  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.437663,-122.573184,117118,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Nordstrom Garage,12000 SE 82nd Ave,Happy Valley,OR,97086,503-653-6913  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.436618,-122.575586,117119,J1772,US,Public,,SHOPPING_CENTER,No Fee
Clackamas Town Center - Panera Bread,12000 SE 82nd Ave,Happy Valley,OR,97086,503-653-6913  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.434927,-122.571979,117120,J1772,US,Public,,SHOPPING_CENTER,No Fee
Gateway Shopping Center - Kohl's,10010 NE Halsey St,Portland,OR,97220,503-624-6300  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.532334,-122.560403,117121,J1772,US,Public,,SHOPPING_CENTER,No Fee
Washington Square Mall,9585 SW Washington Square Rd,Portland,OR,97223,503-639-8860  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.45045,-122.78268,117122,J1772,US,Public,,SHOPPING_CENTER,No Fee
Bridgeport Village - Pastini's,7455 SW Bridgeport Rd,Tigard,OR,97224,503-968-1704  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.396968,-122.750834,117124,J1772,US,Public,,SHOPPING_CENTER,No Fee
Bridgeport Village - West Garage,7455 SW Bridgeport Rd,Tigard,OR,97224,503-968-1704  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.395927,-122.753419,117125,J1772,US,Public,,SHOPPING_CENTER,No Fee
Columbia Gorge Outlets,450 NW 257th Way,Troutdale,OR,97060,503-669-8060  888-264-2208,Public,6am-12am daily,Unknown,0,2,0,Volta,45.542319,-122.389411,117126,J1772,US,Public,,SHOPPING_CENTER,No Fee
COLUMBIA BASIN,100-198 N Cherry St,Ione,OR,97843,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.5015237,-119.8268106,117230,J1772,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2.5 per additional hour, $0.12 per kWh"
Park Square,100 SW Market St,Portland,OR,97201,503-221-1666,Public,24 hours daily,Unknown,0,6,0,Non-Networked,45.510792,-122.67764,117276,J1772,US,Public,,OFFICE_BLDG,Unknown
Hillsboro School District,3083 NE 49th Pl,Hillsboro,OR,97124,Unknown,Private,Unknown,Unknown,0,8,0,Non-Networked,45.544619,-122.934571,117277,J1772,US,Private,,SCHOOL,Unknown
Laika,22990 NW Bennett St,Hillsboro,OR,97124,888-998-2546,Private,24 hours daily,Unknown,0,6,0,Blink Network,45.553109,-122.911287,117326,J1772,US,Private,,,Level 2: $0.1 per kWh
COLUMBIA BASIN,100-452 Broadway,Fossil,OR,97830,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.0006041,-120.2139125,117337,J1772,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2.5 per additional hour, $0.12 per kWh"
Greenlots - 54009,10880 SE McLoughlin Blvd,milwaukie,OR,97222,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.444094,-122.641994,118924,CHADEMO,US,Public,,,No Fee
Greenlots - 54009,10880 SE McLoughlin Blvd,milwaukie,OR,97222,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,45.444094,-122.641994,118924,J1772,US,Public,,,Unknown
Greenlots - 54009,10880 SE McLoughlin Blvd,milwaukie,OR,97222,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.444094,-122.641994,118924,CCS,US,Public,,,No Fee
Southpark Garage - NPM,914 SW Taylor,Portland,OR,97205,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.518463,-122.682247,118929,J1772,US,Public,,,Level 2: $0.49 per kWh
Lewis & Clark College - Fir Acres Parking Lot,615 SW Palatine Hill Rd,Lake Oswego,OR,97219,Unknown,Private,For student and staff use only,Unknown,0,1,0,Non-Networked,45.45209745,-122.6675999,118956,J1772,US,Private,,COLLEGE_CAMPUS,Unknown
Lewis & Clark College - Sequoia Hall,615 SW Palatine Hill Rd,Lake Oswego,OR,97219,Unknown,Private,For student and staff use only,Unknown,0,1,0,Non-Networked,45.44656532,-122.6724601,118957,J1772,US,Private,,COLLEGE_CAMPUS,Unknown
Lewis & Clark College - McCarty Classroom,615 SW Palatine Hill Rd,Lake Oswego,OR,97219,Unknown,Private,For student and staff use only,Unknown,0,1,0,Non-Networked,45.45275976,-122.6775456,118958,J1772,US,Private,,COLLEGE_CAMPUS,Unknown
Crowne Plaza Portland Downtown,1441 NE 2nd Ave,Portland,OR,97232,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.533735,-122.663827,120871,J1772,US,Public,,,Level 2: $0.49 per kWh
Castlegate Apartment Homes,3001 NE 148th Avenue,Portland,OR,97230,888-998-2546,Public,24 hours daily,Unknown,0,3,0,Blink Network,45.544892,-122.512323,120892,J1772,US,Public,,,Level 2: $0.49 per kWh
The Windward,130 A Ave,Lake Oswego,OR,97034,888-998-2546,Public,24 hours daily,Unknown,0,2,0,Blink Network,45.418674,-122.664616,120905,J1772,US,Public,,,Level 2: $0.49 per kWh
Greenlots - 54008,2295 SW Tualatin Valley Highway,Hillsboro,OR,97123,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.50614548,-122.9585571,121034,CHADEMO,US,Public,,,No Fee
Greenlots - 54008,2295 SW Tualatin Valley Highway,Hillsboro,OR,97123,855-900-7584,Public,24 hours daily,Unknown,0,2,0,Greenlots,45.50614548,-122.9585571,121034,J1772,US,Public,,,Unknown
Greenlots - 54008,2295 SW Tualatin Valley Highway,Hillsboro,OR,97123,855-900-7584,Public,24 hours daily,Unknown,0,0,8,Greenlots,45.50614548,-122.9585571,121034,CCS,US,Public,,,No Fee
WILSONVILLECHEV,26051 SW Boones Ferry Rd,Wilsonville,OR,97070,888-758-4389,Public,24 hours daily,Unknown,0,0,1,ChargePoint Network,45.3315975,-122.7705553,121124,CCS,US,Public,,,No Fee
UO-EMU,1320 E 15th Ave,Eugene,OR,97403,888-758-4389,Public,24 hours daily,Unknown,0,1,0,ChargePoint Network,44.0421517,-123.0732587,121137,J1772,US,Public,,,No Fee
UO-EMU,Moss St,Eugene,OR,97403,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,44.0430966,-123.0665612,121569,J1772,US,Public,,,No Fee
The Louisa,114 NW 13th Ave,Portland,OR,97209,855-885-9571,Public,24 hours daily,Unknown,0,1,0,OpConnect,45.524028,-122.683985,121641,J1772,US,Public,,MULTI_UNIT_DWELLING,$0.75 per hour
Space Age Fuel_Hermiston_OR,77522 S hwy 207,Hermiston,OR,97838,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,45.787114,-119.322112,121708,CHADEMO,US,Public,,,Unknown
Space Age Fuel_Hermiston_OR,77522 S hwy 207,Hermiston,OR,97838,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,45.787114,-119.322112,121708,CCS,US,Public,,,Unknown
Walmart 1889 Island City,11619 Island Ave,Island City,OR,97850,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,45.336579,-118.05945,121710,CHADEMO,US,Public,,,Unknown
Walmart 1889 Island City,11619 Island Ave,Island City,OR,97850,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,45.336579,-118.05945,121710,CCS,US,Public,,,Unknown
Walmart 5396 Albany,1330 Goldfish Farm RD SE,Albany,OR,97322,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.627009,-123.049418,121713,CHADEMO,US,Public,,,Unknown
Walmart 5396 Albany,1330 Goldfish Farm RD SE,Albany,OR,97322,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.627009,-123.049418,121713,CCS,US,Public,,,Unknown
T and T Country Store,40 WASHINGTON STREET W.,Huntington,OR,97907,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.351131,-117.268594,121714,CHADEMO,US,Public,,,Unknown
T and T Country Store,40 WASHINGTON STREET W.,Huntington,OR,97907,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,44.351131,-117.268594,121714,CCS,US,Public,,,Unknown
Sutherlin Dairy Queen,"1621 W Central Ave,",Sutherlin,OR,97479,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,43.386797,-123.33938,121717,CHADEMO,US,Public,,,Unknown
Sutherlin Dairy Queen,"1621 W Central Ave,",Sutherlin,OR,97479,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,43.386797,-123.33938,121717,CCS,US,Public,,,Unknown
Walmart 1834 Grants Pass,135 NE Terry Ln,Grants Pass,OR,97526,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,42.435787,-123.302141,121724,CHADEMO,US,Public,,,Unknown
Walmart 1834 Grants Pass,135 NE Terry Ln,Grants Pass,OR,97526,833-632-2778,Public,24 hours daily,Unknown,0,0,4,Electrify America,42.435787,-123.302141,121724,CCS,US,Public,,,Unknown
